legacy_row_id,legacy_profession,legacy_secondary_profession,legacy_tier,legacy_rarity,legacy_name,legacy_category,legacy_craft_type,legacy_description,legacy_use,legacy_output_qty,legacy_base_price_gp,legacy_vendor_price_gp,legacy_sale_price_gp,legacy_component_1,legacy_component_1_qty,legacy_component_1_source,legacy_component_2,legacy_component_2_qty,legacy_component_2_source,legacy_component_3,legacy_component_3_qty,legacy_component_3_source,legacy_components_json
54,Blacksmithing,,4,Very Rare,Enspelled Armour (Level 4),Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Starcut Gem (T4),1,Mining,Emberstone Chunk (T4),1,Mining,Sturdy Hide (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sturdy Hide (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
55,Blacksmithing,,4,Very Rare,Enspelled Armour (Level 5),Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Primal Shard (T4),1,Mining,Emberstone Chunk (T4),1,Mining,Sturdy Hide (T4),1,Hunting,"[{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sturdy Hide (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
56,Blacksmithing,,4,Rare,Shield (+2),Armor/Shield,shield,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Mythic Alloy (T4),1,Mining,Emberstone Chunk (T4),1,Mining,Sturdy Hide (T4),1,Hunting,"[{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sturdy Hide (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
57,Blacksmithing,,4,Very Rare,"Shield, +3",Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Frostsalt Crystal (T4),1,Mining,Emberstone Chunk (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
58,Blacksmithing,,4,Rare,"Ammunition, +2",Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Mythic Alloy (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
59,Blacksmithing,,4,Very Rare,Arrow of slaying,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
60,Blacksmithing,,4,Very Rare,Dancing Sword,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Primal Shard (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
61,Blacksmithing,,4,Very Rare,Dwarven thrower,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Emberstone Chunk (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
62,Blacksmithing,,4,Very Rare,Energy Bow,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Deepvein Ore (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Deepvein Ore (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
63,Blacksmithing,,4,Rare,Enspelled Weapon (Level 2),Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Frostsalt Crystal (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
64,Blacksmithing,,4,Very Rare,Executioner's Axe,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Forge Flux (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Razor Fang (T4),1,Hunting,"[{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
65,Blacksmithing,,4,Rare,Mace of Disruption,Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Feathered Wing (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Feathered Wing (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
66,Blacksmithing,,4,Rare,Mace of Smiting,Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Sturdy Hide (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sturdy Hide (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
67,Blacksmithing,,4,Very Rare,Oathbow,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Keen Eye (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
68,Blacksmithing,,4,Very Rare,Scimitar of speed,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,7500,7500,3750,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Chimera Horn (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Chimera Horn (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
69,Blacksmithing,,4,Rare,Sword of Life Stealing,Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Wild Heart (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
70,Blacksmithing,,4,Rare,Vicious Weapon,Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Starcut Gem (T4),1,Mining,Primal Shard (T4),1,Mining,Chimera Horn (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Chimera Horn (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
71,Blacksmithing,,4,Rare,"Weapon, +2",Weapon,weapon,Crafted item (Rare).,Crafting output for Blacksmithing.,1,3750,3750,1875,Starcut Gem (T4),1,Mining,Frostsalt Crystal (T4),1,Mining,Dragon Gland (T4),1,Hunting,"[{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Dragon Gland (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
72,Blacksmithing,,5,Very Rare,Ammunition (10) (+3),Ammunition,smith_misc,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Primal Shard (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Primal Shard (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
73,Blacksmithing,,5,Very Rare,Ammunition of Slaying,Ammunition,smith_misc,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Deepvein Ore (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Deepvein Ore (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
74,Blacksmithing,,5,Very Rare,Animated Shield,Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Deepvein Ore (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Deepvein Ore (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
75,Blacksmithing,,5,Very Rare,Armor (+2),Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Primal Shard (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Primal Shard (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
76,Blacksmithing,,5,Very Rare,"Armor, +2",Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Frostsalt Crystal (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
77,Blacksmithing,,5,Very Rare,Demon armor,Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Mythic Alloy (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Mythic Alloy (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
78,Blacksmithing,,5,Very Rare,Dragon Scale Mail,Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Starcut Gem (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Starcut Gem (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
79,Blacksmithing,,5,Very Rare,Shield (+3),Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Forge Flux (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Forge Flux (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
80,Blacksmithing,,5,Very Rare,Shield of the Cavalier,Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Emberstone Chunk (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Emberstone Chunk (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
81,Blacksmithing,,5,Very Rare,Spellguard Shield,Armor/Shield,shield,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Starcut Gem (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Chimera Horn (T5),1,Hunting,"[{""name"":""Starcut Gem (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Chimera Horn (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
82,Blacksmithing,,5,Very Rare,"Ammunition, +3",Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Emberstone Chunk (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Emberstone Chunk (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
83,Blacksmithing,,5,Very Rare,Enspelled Weapon (Level 4),Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Mythic Alloy (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Mythic Alloy (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
84,Blacksmithing,,5,Very Rare,Enspelled Weapon (Level 5),Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Frostsalt Crystal (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
85,Blacksmithing,,5,Very Rare,Frost Brand,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Starcut Gem (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Starcut Gem (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
86,Blacksmithing,,5,Very Rare,Nine lives stealer,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Deepvein Ore (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Deepvein Ore (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
87,Blacksmithing,,5,Very Rare,Sword of Sharpness,Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Forge Flux (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Forge Flux (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
88,Blacksmithing,,5,Very Rare,Weapon (+3),Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Primal Shard (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Razor Fang (T5),1,Hunting,"[{""name"":""Primal Shard (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
89,Blacksmithing,,5,Very Rare,"Weapon, +3",Weapon,weapon,Crafted item (Very Rare).,Crafting output for Blacksmithing.,1,15000,15000,7500,Starcut Gem (T5),1,Mining,Frostsalt Crystal (T5),1,Mining,Wild Heart (T5),1,Hunting,"[{""name"":""Starcut Gem (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Frostsalt Crystal (T5)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
90,Blacksmithing,,6,Legendary,Armor of Invulnerability,Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Frostsalt Crystal (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Frostsalt Crystal (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
91,Blacksmithing,,6,Legendary,"Armor, +3",Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Starcut Gem (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Starcut Gem (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
92,Blacksmithing,,6,Legendary,Armour (+3),Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Forge Flux (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
93,Blacksmithing,,6,Legendary,Efreeti chain,Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Primal Shard (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Primal Shard (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
94,Blacksmithing,,6,Legendary,Enspelled Armour (Level 6),Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Mythic Alloy (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Mythic Alloy (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
95,Blacksmithing,,6,Legendary,Enspelled Armour (Level 7),Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Deepvein Ore (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Deepvein Ore (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
96,Blacksmithing,,6,Legendary,Enspelled Armour (Level 8),Armor/Shield,shield,Crafted item (Legendary).,Crafting output for Blacksmithing.,1,160000,160000,80000,Emberstone Chunk (T6),1,Mining,Forge Flux (T6),1,Mining,Wild Heart (T6),1,Hunting,"[{""name"":""Emberstone Chunk (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T6)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
